order_id,user_id,meal_time,day_of_week,day_type,vegetarian,location,payment_method,preferred_cuisine,average_spend,spice_preference,rating,ordered_cuisine,order_amount
O007926,U01727,Evening Snack,Tuesday,Weekday,No,Kolkata,UPI,Biryani,240,Medium,4,Biryani,170
O007927,U01477,Evening Snack,Saturday,Weekend,Yes,Kolkata,UPI,Chinese,255,Mild,3.1,Sweets,185
O007928,U00310,Dinner,Thursday,Weekday,No,Lucknow,Credit Card,Chinese,170,Hot,2.9,Indian,205
O007929,U01138,Evening Snack,Friday,Weekday,No,Ahmedabad,Cash on Delivery,Ice Cream,175,Mild,4.6,Ice Cream,110
O007930,U00248,Dinner,Wednesday,Weekday,Yes,Ahmedabad,Credit Card,Bakery,180,Mild,4.4,Bakery,250
O007931,U04789,Dinner,Monday,Weekday,Yes,Jaipur,Wallet,Pizzas,195,Mild,4.1,Chaat,200
O007932,U01906,Breakfast,Sunday,Weekend,No,Chennai,Credit Card,Continental,230,Mild,4.9,Continental,175
O007933,U03833,Lunch,Thursday,Weekday,Yes,Mumbai,Cash on Delivery,Beverages,205,Mild,4.1,Beverages,205
O007934,U00365,Dinner,Friday,Weekday,Yes,Hyderabad,Credit Card,Indian,175,Medium,3.9,Indian,280
O007935,U01999,Dinner,Sunday,Weekend,Yes,Jaipur,UPI,Asian,255,Medium,3.9,Asian,270
O007936,U02030,Lunch,Sunday,Weekend,No,Lucknow,Cash on Delivery,SVANidhi Street Food Vendor,60,Medium,4.1,SVANidhi Street Food Vendor,60
O007937,U04311,Dinner,Saturday,Weekend,Yes,Bengaluru,Credit Card,Pastas,220,Medium,3.8,Pastas,315
O007938,U01316,Lunch,Wednesday,Weekday,No,Chennai,UPI,Biryani,260,Hot,4.2,Biryani,240
O007939,U04454,Dinner,Monday,Weekday,Yes,Delhi,UPI,Thalis,215,Medium,3.9,Thalis,285
O007940,U03332,Dinner,Saturday,Weekend,No,Pune,UPI,Bengali,285,Medium,4.8,Bengali,325
O007941,U03263,Evening Snack,Saturday,Weekend,No,Mumbai,UPI,Waffle,160,Mild,4.7,Waffle,145
O007942,U00433,Breakfast,Saturday,Weekend,Yes,Mumbai,UPI,Pizzas,245,Medium,4.6,Pizzas,195
O007943,U01855,Dinner,Saturday,Weekend,Yes,Hyderabad,Credit Card,Continental,265,Medium,4.4,Continental,445
O007944,U02626,Lunch,Wednesday,Weekday,Yes,Chennai,Wallet,Desserts,220,Mild,4.6,Desserts,225
O007945,U00732,Lunch,Sunday,Weekend,No,Pune,Cash on Delivery,Mexican,225,Hot,4.3,Mexican,260
O007946,U02507,Dinner,Wednesday,Weekday,No,Kolkata,UPI,Snacks,105,Hot,4,Snacks,105
O007947,U01274,Dinner,Saturday,Weekend,No,Delhi,UPI,Cafe,130,Hot,4.2,Cafe,180
O007948,U00076,Dinner,Sunday,Weekend,Yes,Chennai,UPI,Chinese,190,Medium,4.9,Chinese,220
O007949,U02523,Dinner,Saturday,Weekend,No,Mumbai,UPI,SVANidhi Street Food Vendor,85,Medium,4.7,SVANidhi Street Food Vendor,120
O007950,U00287,Evening Snack,Saturday,Weekend,Yes,Kolkata,Cash on Delivery,Ice Cream Cakes,295,Mild,3.8,Ice Cream Cakes,190
O007951,U02716,Evening Snack,Wednesday,Weekday,Yes,Chennai,Cash on Delivery,Beverages,125,Mild,4.6,Beverages,75
O007952,U02235,Lunch,Wednesday,Weekday,No,Hyderabad,Cash on Delivery,Oriental,490,Medium,4.8,Oriental,505
O007953,U04565,Dinner,Tuesday,Weekday,No,Hyderabad,Credit Card,North Indian,195,Medium,4.3,North Indian,225
O007954,U04827,Lunch,Friday,Weekday,Yes,Kolkata,UPI,Continental,215,Mild,4.5,Continental,205
O007955,U00178,Breakfast,Monday,Weekday,No,Ahmedabad,UPI,Ice Cream,190,Mild,4,Ice Cream,125
O007956,U03755,Evening Snack,Sunday,Weekend,Yes,Hyderabad,UPI,Continental,245,Medium,4.6,Continental,185
O007957,U03818,Evening Snack,Thursday,Weekday,Yes,Ahmedabad,UPI,Oriya,170,Medium,3.9,Oriya,120
O007958,U03628,Lunch,Friday,Weekday,No,Ahmedabad,Cash on Delivery,Hyderabadi,335,Medium,3.9,Hyderabadi,275
O007959,U03138,Evening Snack,Sunday,Weekend,Yes,Ahmedabad,Cash on Delivery,Maharashtrian,155,Mild,4.8,Maharashtrian,85
O007960,U01662,Breakfast,Wednesday,Weekday,No,Pune,UPI,Salads,245,Medium,5,Salads,185
O007961,U03259,Dinner,Tuesday,Weekday,Yes,Jaipur,Wallet,Pizzas,210,Medium,4.3,Pizzas,185
O007962,U01647,Dinner,Sunday,Weekend,Yes,Kolkata,Credit Card,Kebabs,225,Hot,4.5,Kebabs,240
O007963,U02046,Evening Snack,Sunday,Weekend,No,Chennai,Credit Card,Chinese,190,Medium,4.6,Chinese,140
O007964,U00638,Dinner,Saturday,Weekend,No,Ahmedabad,UPI,British,200,Medium,5,British,205
O007965,U03865,Lunch,Monday,Weekday,No,Hyderabad,Wallet,Sweets,130,Mild,4.1,Sweets,140
O007966,U03817,Evening Snack,Sunday,Weekend,Yes,Kolkata,UPI,Seafood,230,Medium,4.1,Seafood,145
O007967,U02132,Lunch,Sunday,Weekend,Yes,Pune,Credit Card,Bengali,265,Medium,4.5,Bengali,315
O007968,U01789,Lunch,Sunday,Weekend,Yes,Jaipur,Cash on Delivery,Chinese,220,Mild,5,Chinese,225
O007969,U02656,Evening Snack,Monday,Weekday,No,Chennai,UPI,Maharashtrian,210,Hot,5,Maharashtrian,160
O007970,U03255,Dinner,Sunday,Weekend,No,Hyderabad,UPI,Snacks,165,Hot,4.4,Snacks,245
O007971,U00133,Lunch,Tuesday,Weekday,No,Mumbai,UPI,North Indian,180,Medium,4.2,North Indian,220
O007972,U02646,Dinner,Thursday,Weekday,No,Chennai,Credit Card,Healthy Food,220,Mild,4.5,Healthy Food,205
O007973,U00517,Breakfast,Sunday,Weekend,No,Kolkata,Wallet,Beverages,215,Mild,3.9,Beverages,155
O007974,U01944,Lunch,Thursday,Weekday,No,Delhi,Credit Card,Mughlai,265,Medium,4.7,Mughlai,275
O007975,U03386,Dinner,Wednesday,Weekday,Yes,Chennai,UPI,Gujarati,170,Medium,4.1,Gujarati,175
O007976,U02562,Breakfast,Wednesday,Weekday,No,Pune,Credit Card,Turkish,245,Medium,3.6,Turkish,205
O007977,U00789,Lunch,Thursday,Weekday,No,Jaipur,Cash on Delivery,Asian,275,Medium,4.9,Asian,230
O007978,U03232,Dinner,Monday,Weekday,No,Pune,Wallet,Chinese,180,Hot,4.8,Chinese,245
O007979,U00117,Breakfast,Monday,Weekday,No,Kolkata,Cash on Delivery,Tex-Mex,205,Mild,5,Tex-Mex,145
O007980,U01869,Dinner,Sunday,Weekend,No,Jaipur,Credit Card,Beverages,100,Mild,4.4,Beverages,145
O007981,U03860,Dinner,Monday,Weekday,No,Lucknow,UPI,Mexican,230,Hot,4.5,Mexican,225
O007982,U02174,Lunch,Saturday,Weekend,No,Delhi,Cash on Delivery,Sweets,110,Mild,3.9,Sweets,105
O007983,U01551,Lunch,Wednesday,Weekday,Yes,Bengaluru,UPI,Snacks,105,Medium,4.2,Snacks,110
O007984,U00697,Evening Snack,Sunday,Weekend,Yes,Kolkata,UPI,Desserts,135,Mild,4.2,Desserts,110
O007985,U02425,Dinner,Wednesday,Weekday,No,Hyderabad,Wallet,Beverages,150,Mild,3.6,Beverages,180
O007986,U04426,Dinner,Sunday,Weekend,Yes,Chennai,UPI,Healthy Food,300,Medium,5,Healthy Food,440
O007987,U00876,Lunch,Sunday,Weekend,Yes,Chennai,UPI,Street Food,125,Mild,4.4,Street Food,140
O007988,U03471,Dinner,Friday,Weekday,No,Bengaluru,Credit Card,Pan-Asian,225,Hot,3.9,Pan-Asian,285
O007989,U00604,Evening Snack,Saturday,Weekend,No,Delhi,UPI,Pan-Asian,270,Medium,5,Pan-Asian,210
O007990,U03138,Dinner,Tuesday,Weekday,Yes,Ahmedabad,Credit Card,Maharashtrian,155,Mild,4.5,Maharashtrian,175
O007991,U00254,Dinner,Sunday,Weekend,Yes,Delhi,UPI,South Indian,155,Medium,4.3,South Indian,270
O007992,U03519,Lunch,Wednesday,Weekday,Yes,Jaipur,UPI,Gujarati,130,Medium,5,Gujarati,105
O007993,U02352,Breakfast,Sunday,Weekend,Yes,Pune,UPI,North Indian,185,Medium,4.3,North Indian,155
O007994,U03818,Lunch,Saturday,Weekend,Yes,Ahmedabad,UPI,Oriya,170,Medium,4.5,Oriya,190
O007995,U02439,Lunch,Thursday,Weekday,Yes,Jaipur,UPI,British,170,Mild,3.5,British,155
O007996,U02490,Lunch,Monday,Weekday,No,Lucknow,Cash on Delivery,Desserts,160,Mild,4.7,Desserts,160
O007997,U01700,Lunch,Friday,Weekday,Yes,Lucknow,Cash on Delivery,Street Food,145,Medium,4.7,Street Food,115
O007998,U02022,Dinner,Thursday,Weekday,Yes,Pune,Wallet,Seafood,275,Hot,4.3,Seafood,275
O007999,U04542,Lunch,Saturday,Weekend,No,Pune,UPI,Italian,260,Medium,4,Italian,265
O008000,U01460,Dinner,Monday,Weekday,Yes,Lucknow,Wallet,American,190,Mild,3.5,American,185
O008001,U04181,Dinner,Sunday,Weekend,Yes,Bengaluru,UPI,Healthy Food,280,Medium,4.5,Healthy Food,470
O008002,U00890,Evening Snack,Saturday,Weekend,No,Lucknow,UPI,Tandoor,235,Medium,4.4,Tandoor,140
O008003,U01135,Lunch,Saturday,Weekend,No,Hyderabad,Credit Card,North Eastern,210,Mild,4.5,North Eastern,180
O008004,U01518,Breakfast,Thursday,Weekday,No,Ahmedabad,UPI,Biryani,250,Hot,3.9,Biryani,185
O008005,U00183,Lunch,Tuesday,Weekday,Yes,Mumbai,Credit Card,Beverages,140,Mild,4.4,Beverages,190
O008006,U00082,Breakfast,Sunday,Weekend,No,Pune,Credit Card,Chinese,175,Medium,4,Chinese,165
O008007,U00324,Dinner,Monday,Weekday,Yes,Delhi,UPI,Ice Cream,185,Mild,4.2,Ice Cream,210
O008008,U01909,Lunch,Friday,Weekday,Yes,Jaipur,Cash on Delivery,Biryani,285,Hot,4.4,Biryani,245
O008009,U01741,Lunch,Friday,Weekday,No,Bengaluru,Wallet,Tex-Mex,180,Hot,3.7,Tex-Mex,160
O008010,U00538,Dinner,Sunday,Weekend,No,Ahmedabad,Credit Card,Street Food,90,Medium,3.9,Street Food,125
O008011,U00391,Lunch,Tuesday,Weekday,Yes,Bengaluru,UPI,Burgers,165,Medium,4.2,Burgers,130
O008012,U04128,Dinner,Saturday,Weekend,No,Ahmedabad,Wallet,Mediterranean,425,Medium,4.8,Mediterranean,520
O008013,U04830,Dinner,Wednesday,Weekday,Yes,Lucknow,UPI,Chinese,160,Medium,3.7,Chinese,140
O008014,U03860,Lunch,Wednesday,Weekday,No,Lucknow,UPI,Mexican,230,Hot,4,Mexican,165
O008015,U01813,Dinner,Monday,Weekday,Yes,Mumbai,Credit Card,Burgers,175,Mild,4.7,Burgers,245
O008016,U01313,Lunch,Sunday,Weekend,Yes,Mumbai,Credit Card,Indian,175,Hot,5,Indian,230
O008017,U00562,Lunch,Sunday,Weekend,Yes,Pune,Credit Card,Jain,275,Medium,4,Jain,350
O008018,U01332,Evening Snack,Tuesday,Weekday,Yes,Pune,Wallet,Chinese,170,Hot,4.6,Chinese,110
O008019,U04893,Lunch,Sunday,Weekend,No,Mumbai,UPI,Nepalese,180,Mild,4.4,Nepalese,190
O008020,U01130,Evening Snack,Friday,Weekday,No,Lucknow,Wallet,American,170,Mild,5,American,80
O008021,U01716,Dinner,Sunday,Weekend,Yes,Chennai,Cash on Delivery,Beverages,195,Medium,3.3,Mughlai,225
O008022,U02523,Lunch,Saturday,Weekend,No,Mumbai,UPI,SVANidhi Street Food Vendor,85,Medium,4.4,SVANidhi Street Food Vendor,90
O008023,U03211,Lunch,Tuesday,Weekday,No,Bengaluru,UPI,Malaysian,200,Medium,4.2,Malaysian,240
O008024,U04318,Dinner,Monday,Weekday,Yes,Ahmedabad,UPI,Nepalese,170,Medium,5,Nepalese,255
O008025,U03539,Lunch,Sunday,Weekend,Yes,Jaipur,UPI,Mangalorean,225,Medium,5,Mangalorean,165
O008026,U00424,Lunch,Tuesday,Weekday,Yes,Delhi,Wallet,Italian,290,Mild,4.1,Italian,305
O008027,U00277,Breakfast,Thursday,Weekday,No,Kolkata,UPI,Oriya,240,Medium,4.9,Oriya,185
O008028,U00186,Lunch,Wednesday,Weekday,Yes,Chennai,UPI,Hyderabadi,280,Hot,4.1,Hyderabadi,280
O008029,U00822,Dinner,Friday,Weekday,No,Pune,UPI,Chinese,175,Hot,3.9,Chinese,230
O008030,U04763,Dinner,Friday,Weekday,Yes,Mumbai,UPI,Indian,190,Medium,4.7,Indian,325
O008031,U00348,Evening Snack,Thursday,Weekday,No,Ahmedabad,Credit Card,American,190,Hot,3.5,American,110
O008032,U02651,Dinner,Friday,Weekday,No,Bengaluru,UPI,Snacks,150,Medium,4.2,Snacks,190
O008033,U04826,Lunch,Saturday,Weekend,Yes,Chennai,Credit Card,Snacks,95,Mild,4.7,Snacks,60
O008034,U04814,Dinner,Sunday,Weekend,No,Delhi,Credit Card,Waffle,175,Mild,3.5,Chinese,235
O008035,U04023,Evening Snack,Sunday,Weekend,Yes,Mumbai,Credit Card,Waffle,90,Mild,5,Waffle,75
O008036,U03246,Dinner,Monday,Weekday,Yes,Chennai,UPI,Rajasthani,105,Hot,4.4,Rajasthani,125
O008037,U00106,Dinner,Tuesday,Weekday,No,Chennai,UPI,Mediterranean,280,Hot,3.9,Mediterranean,390
O008038,U00108,Evening Snack,Sunday,Weekend,Yes,Ahmedabad,Cash on Delivery,Juices,140,Mild,4.7,Juices,115
O008039,U02090,Evening Snack,Monday,Weekday,No,Lucknow,Credit Card,European,175,Medium,5,European,115
O008040,U03808,Evening Snack,Monday,Weekday,No,Ahmedabad,Credit Card,African,410,Medium,5,African,310
O008041,U03358,Lunch,Saturday,Weekend,Yes,Ahmedabad,Credit Card,Pastas,245,Medium,4.4,Pastas,270
O008042,U03668,Evening Snack,Wednesday,Weekday,No,Ahmedabad,Wallet,Street Food,110,Hot,4.2,Street Food,60
O008043,U01991,Evening Snack,Sunday,Weekend,No,Bengaluru,UPI,Portuguese,365,Medium,3.9,Portuguese,270
O008044,U00111,Evening Snack,Monday,Weekday,No,Bengaluru,UPI,Portuguese,455,Medium,4.6,Portuguese,285
O008045,U04834,Lunch,Friday,Weekday,Yes,Delhi,Credit Card,Ice Cream,145,Mild,4.5,Ice Cream,165
O008046,U02422,Breakfast,Sunday,Weekend,Yes,Pune,Credit Card,Chinese,200,Mild,5,Chinese,185
O008047,U02615,Lunch,Sunday,Weekend,No,Hyderabad,UPI,Salads,240,Medium,3.8,Salads,240
O008048,U00388,Lunch,Tuesday,Weekday,Yes,Ahmedabad,Cash on Delivery,Seafood,300,Mild,4,Seafood,290
O008049,U00752,Dinner,Saturday,Weekend,Yes,Pune,UPI,Nepalese,205,Mild,5,Nepalese,255
O008050,U04205,Dinner,Sunday,Weekend,No,Hyderabad,UPI,Italian,250,Medium,4.4,Italian,335
O008051,U04833,Lunch,Sunday,Weekend,Yes,Mumbai,UPI,American,205,Medium,4.5,American,260
O008052,U02788,Evening Snack,Tuesday,Weekday,No,Ahmedabad,Wallet,North Indian,185,Medium,4.5,North Indian,95
O008053,U01184,Lunch,Monday,Weekday,No,Delhi,Cash on Delivery,Street Food,60,Medium,4.6,Street Food,65
O008054,U03907,Dinner,Saturday,Weekend,No,Kolkata,UPI,British,265,Hot,4.2,British,365
O008055,U03636,Evening Snack,Saturday,Weekend,Yes,Chennai,UPI,African,275,Medium,5,African,200
O008056,U03626,Dinner,Friday,Weekday,Yes,Chennai,UPI,Combo,185,Hot,4,Combo,255
O008057,U03131,Breakfast,Saturday,Weekend,No,Bengaluru,Credit Card,Chettinad,205,Medium,4.4,Chettinad,145
O008058,U01525,Breakfast,Friday,Weekday,No,Hyderabad,UPI,Tibetan,195,Medium,3.8,Tibetan,135
O008059,U01381,Evening Snack,Wednesday,Weekday,Yes,Bengaluru,Wallet,Italian-American,175,Medium,4.7,Italian-American,125
O008060,U00961,Breakfast,Sunday,Weekend,No,Bengaluru,UPI,South Indian,165,Medium,4.4,South Indian,155
O008061,U04302,Lunch,Saturday,Weekend,Yes,Pune,UPI,Naga,315,Medium,5,Naga,280
O008062,U03836,Dinner,Monday,Weekday,No,Chennai,Credit Card,Maharashtrian,175,Medium,4.7,Maharashtrian,215
O008063,U01456,Lunch,Monday,Weekday,No,Chennai,Credit Card,Burmese,365,Medium,3.7,Burmese,315
O008064,U01576,Dinner,Tuesday,Weekday,Yes,Chennai,Wallet,Thai,335,Medium,5,Thai,410
O008065,U01425,Evening Snack,Monday,Weekday,No,Hyderabad,Wallet,Steakhouse,240,Medium,3.3,Mughlai,170
O008066,U00244,Evening Snack,Sunday,Weekend,No,Delhi,Wallet,Naga,300,Hot,4.2,Naga,215
O008067,U00432,Dinner,Saturday,Weekend,Yes,Pune,Credit Card,Ice Cream,175,Medium,4.1,Ice Cream,215
O008068,U02000,Dinner,Sunday,Weekend,Yes,Lucknow,Credit Card,Combo,140,Hot,4.6,Combo,175
O008069,U00359,Evening Snack,Thursday,Weekday,No,Jaipur,Credit Card,Juices,110,Mild,4.1,Juices,75
O008070,U01740,Evening Snack,Thursday,Weekday,No,Lucknow,Wallet,Continental,310,Medium,4.8,Continental,180
O008071,U00050,Lunch,Sunday,Weekend,No,Lucknow,UPI,Turkish,240,Medium,4.8,Turkish,220
O008072,U01601,Evening Snack,Saturday,Weekend,Yes,Bengaluru,UPI,African,375,Medium,4.3,African,195
O008073,U02672,Dinner,Monday,Weekday,No,Pune,UPI,Continental,275,Mild,4.6,Continental,305
O008074,U04851,Dinner,Thursday,Weekday,Yes,Bengaluru,UPI,North Indian,215,Medium,4,North Indian,250
O008075,U04697,Dinner,Tuesday,Weekday,No,Kolkata,UPI,Biryani,195,Hot,3.7,Biryani,235
O008076,U03173,Dinner,Monday,Weekday,No,Mumbai,Credit Card,Desserts,190,Mild,4.1,Desserts,240
O008077,U02354,Lunch,Sunday,Weekend,Yes,Delhi,UPI,Combo,230,Medium,4.4,Combo,255
O008078,U04616,Dinner,Saturday,Weekend,No,Chennai,UPI,Desserts,150,Medium,4.5,Desserts,170
O008079,U01615,Breakfast,Saturday,Weekend,Yes,Hyderabad,UPI,Mughlai,205,Medium,5,Mughlai,175
O008080,U00164,Lunch,Monday,Weekday,No,Delhi,UPI,Indian,160,Mild,3.7,Indian,185
O008081,U00954,Dinner,Saturday,Weekend,Yes,Delhi,UPI,Italian,155,Medium,5,Italian,210
O008082,U02906,Dinner,Saturday,Weekend,Yes,Chennai,Credit Card,Fast Food,120,Hot,3,Beverages,190
O008083,U03038,Breakfast,Monday,Weekday,No,Ahmedabad,UPI,Maharashtrian,130,Medium,3.8,Maharashtrian,100
O008084,U04442,Dinner,Friday,Weekday,No,Pune,Cash on Delivery,Chinese,190,Hot,3.9,Chinese,235
O008085,U01856,Dinner,Wednesday,Weekday,No,Chennai,UPI,Chettinad,115,Mild,4.3,Chettinad,140
O008086,U00801,Lunch,Wednesday,Weekday,No,Bengaluru,Cash on Delivery,Pastas,165,Hot,3.9,Pastas,195
O008087,U03215,Evening Snack,Monday,Weekday,Yes,Hyderabad,UPI,Continental,230,Hot,4.8,Continental,185
O008088,U02148,Breakfast,Friday,Weekday,No,Ahmedabad,Cash on Delivery,Pastas,180,Medium,4,Pastas,100
O008089,U01418,Dinner,Tuesday,Weekday,Yes,Ahmedabad,Cash on Delivery,Cafe,175,Hot,3.9,Cafe,175
O008090,U04748,Dinner,Thursday,Weekday,No,Ahmedabad,Credit Card,Chinese,200,Medium,4.5,Chinese,235
O008091,U03237,Breakfast,Friday,Weekday,No,Kolkata,Credit Card,Mughlai,210,Hot,4,Mughlai,145
O008092,U00598,Dinner,Wednesday,Weekday,No,Ahmedabad,Wallet,Italian,235,Medium,4,Italian,270
O008093,U02754,Dinner,Wednesday,Weekday,Yes,Delhi,Cash on Delivery,Fast Food,120,Mild,3.5,Seafood,170
O008094,U02722,Lunch,Tuesday,Weekday,Yes,Pune,Cash on Delivery,Italian,245,Hot,4.6,Italian,170
O008095,U02825,Evening Snack,Saturday,Weekend,No,Hyderabad,Wallet,Bengali,165,Mild,4.3,Bengali,120
O008096,U03307,Breakfast,Wednesday,Weekday,Yes,Kolkata,UPI,American,185,Hot,3.2,American,120
O008097,U02611,Evening Snack,Monday,Weekday,Yes,Bengaluru,Credit Card,North Eastern,295,Medium,5,North Eastern,190
O008098,U01042,Lunch,Sunday,Weekend,Yes,Pune,Wallet,Beverages,110,Mild,4.2,Beverages,110
O008099,U01169,Dinner,Thursday,Weekday,Yes,Jaipur,Credit Card,Home Food,160,Hot,5,Home Food,210
O008100,U02784,Lunch,Thursday,Weekday,No,Delhi,UPI,Italian,235,Medium,4.2,Italian,210
O008101,U01586,Dinner,Tuesday,Weekday,No,Chennai,Cash on Delivery,Afghani,135,Hot,4.5,Afghani,140
O008102,U03070,Lunch,Sunday,Weekend,No,Lucknow,UPI,North Indian,195,Mild,4.7,North Indian,200
O008103,U00378,Evening Snack,Tuesday,Weekday,Yes,Ahmedabad,UPI,Ice Cream Cakes,240,Mild,4.8,Ice Cream Cakes,180
O008104,U03597,Lunch,Sunday,Weekend,Yes,Kolkata,UPI,Indian,130,Mild,4.9,Indian,130
O008105,U00955,Dinner,Monday,Weekday,Yes,Hyderabad,Wallet,Bakery,230,Mild,4.3,Bakery,275
O008106,U04364,Lunch,Friday,Weekday,No,Delhi,Wallet,Chinese,215,Mild,4.3,Chinese,220
O008107,U02041,Breakfast,Monday,Weekday,Yes,Bengaluru,Credit Card,Home Food,165,Medium,4.1,Home Food,105
O008108,U01304,Lunch,Wednesday,Weekday,No,Delhi,UPI,Pizzas,230,Medium,4.5,Pizzas,315
O008109,U03090,Dinner,Wednesday,Weekday,No,Lucknow,Credit Card,Chaat,100,Medium,4.9,Chaat,110
O008110,U03190,Lunch,Monday,Weekday,Yes,Lucknow,Wallet,Combo,140,Medium,5,Combo,125
O008111,U00761,Dinner,Monday,Weekday,Yes,Bengaluru,UPI,Pastas,200,Hot,4.4,Pastas,270
O008112,U04981,Dinner,Thursday,Weekday,Yes,Bengaluru,UPI,Rajasthani,175,Medium,4.1,Rajasthani,210
O008113,U04033,Evening Snack,Saturday,Weekend,No,Mumbai,Cash on Delivery,Chinese,225,Hot,4.3,Chinese,160
O008114,U00006,Lunch,Friday,Weekday,No,Chennai,Wallet,Ice Cream,140,Mild,4.4,Ice Cream,125
O008115,U04928,Evening Snack,Friday,Weekday,No,Ahmedabad,UPI,Snacks,100,Medium,4.4,Snacks,65
O008116,U02777,Evening Snack,Thursday,Weekday,No,Kolkata,UPI,Mughlai,280,Hot,4,Mughlai,155
O008117,U03575,Evening Snack,Thursday,Weekday,Yes,Hyderabad,UPI,Japanese,405,Hot,5,Japanese,255
O008118,U03777,Dinner,Friday,Weekday,No,Kolkata,UPI,Kerala,250,Mild,4.5,Kerala,305
O008119,U04416,Dinner,Thursday,Weekday,No,Chennai,UPI,Cafe,195,Mild,3.9,Cafe,245
O008120,U03605,Dinner,Saturday,Weekend,Yes,Hyderabad,UPI,Beverages,170,Mild,4.2,Beverages,205
O008121,U01014,Evening Snack,Friday,Weekday,No,Delhi,UPI,Pan-Asian,260,Medium,4.9,Pan-Asian,205
O008122,U03792,Dinner,Sunday,Weekend,No,Pune,UPI,Turkish,225,Mild,3.7,Beverages,230
O008123,U02852,Lunch,Wednesday,Weekday,Yes,Pune,UPI,Thalis,150,Hot,4.6,Thalis,130
O008124,U04815,Breakfast,Friday,Weekday,Yes,Hyderabad,Credit Card,Jain,180,Medium,4.7,Jain,180
O008125,U02830,Breakfast,Tuesday,Weekday,No,Lucknow,UPI,Combo,205,Mild,4.2,Combo,140
O008126,U02974,Lunch,Sunday,Weekend,No,Delhi,Wallet,Fast Food,140,Mild,4.3,Fast Food,110
O008127,U03020,Lunch,Wednesday,Weekday,No,Lucknow,Cash on Delivery,Malaysian,260,Hot,4.4,Malaysian,210
O008128,U04092,Breakfast,Monday,Weekday,Yes,Pune,Wallet,Naga,295,Hot,4.5,Naga,205
O008129,U03492,Dinner,Friday,Weekday,No,Pune,UPI,Mughlai,325,Hot,5,Mughlai,315
O008130,U03886,Dinner,Monday,Weekday,Yes,Chennai,Cash on Delivery,Tibetan,195,Medium,4.9,Tibetan,195
O008131,U02460,Dinner,Sunday,Weekend,Yes,Lucknow,UPI,Juices,110,Mild,3.9,Juices,125
O008132,U00886,Lunch,Sunday,Weekend,Yes,Chennai,Credit Card,Bakery,205,Mild,3.5,South Indian,205
O008133,U03855,Dinner,Wednesday,Weekday,Yes,Hyderabad,Credit Card,Italian-American,160,Hot,3.6,Italian-American,270
O008134,U02434,Breakfast,Wednesday,Weekday,No,Delhi,Credit Card,Biryani,285,Hot,4.4,Biryani,235
O008135,U03516,Breakfast,Monday,Weekday,Yes,Chennai,UPI,Snacks,105,Medium,3.7,Snacks,80
O008136,U04255,Dinner,Wednesday,Weekday,Yes,Hyderabad,UPI,Nepalese,220,Medium,4.8,Nepalese,265
O008137,U02642,Lunch,Saturday,Weekend,No,Pune,Credit Card,Mughlai,265,Medium,4.6,Mughlai,185
O008138,U01582,Breakfast,Wednesday,Weekday,No,Pune,Wallet,Ice Cream Cakes,295,Mild,4.2,Ice Cream Cakes,180
O008139,U02033,Lunch,Friday,Weekday,No,Mumbai,UPI,Pan-Asian,145,Medium,4.4,Pan-Asian,160
O008140,U04274,Lunch,Thursday,Weekday,No,Delhi,UPI,Pastas,215,Medium,3.8,Pastas,250
O008141,U00717,Breakfast,Wednesday,Weekday,No,Kolkata,Credit Card,Thalis,230,Hot,4.5,Thalis,160
O008142,U00355,Evening Snack,Saturday,Weekend,Yes,Hyderabad,Cash on Delivery,Snacks,140,Medium,3.7,Pastas,85
O008143,U03438,Dinner,Wednesday,Weekday,No,Ahmedabad,UPI,Mexican,240,Hot,4.5,Mexican,365
O008144,U04075,Dinner,Saturday,Weekend,No,Hyderabad,Credit Card,Burgers,170,Hot,4.4,Burgers,245
O008145,U00308,Dinner,Sunday,Weekend,No,Ahmedabad,UPI,Ice Cream,225,Mild,4,Ice Cream,260
O008146,U00033,Lunch,Saturday,Weekend,No,Mumbai,Credit Card,Bakery,300,Mild,3.2,Beverages,305
O008147,U04392,Dinner,Friday,Weekday,Yes,Pune,Credit Card,Fast Food,135,Medium,4.1,Fast Food,150
O008148,U02523,Lunch,Tuesday,Weekday,No,Mumbai,UPI,SVANidhi Street Food Vendor,85,Medium,4.1,SVANidhi Street Food Vendor,85
O008149,U02300,Lunch,Wednesday,Weekday,No,Lucknow,Credit Card,Korean,300,Hot,3.9,Korean,230
O008150,U03922,Lunch,Friday,Weekday,No,Pune,UPI,Fast Food,160,Medium,4.9,Fast Food,140
O008151,U01031,Breakfast,Monday,Weekday,Yes,Bengaluru,UPI,Beverages,135,Mild,4.1,Beverages,100
O008152,U01067,Dinner,Monday,Weekday,No,Kolkata,Credit Card,Fast Food,145,Mild,4.1,Fast Food,215
O008153,U02816,Lunch,Friday,Weekday,No,Chennai,Credit Card,Home Food,225,Hot,4.8,Home Food,260
O008154,U01657,Evening Snack,Saturday,Weekend,Yes,Kolkata,UPI,Pan-Asian,225,Mild,5,Pan-Asian,135
O008155,U03936,Breakfast,Wednesday,Weekday,No,Chennai,UPI,Tibetan,155,Medium,4.2,Tibetan,120
O008156,U02346,Dinner,Saturday,Weekend,Yes,Chennai,UPI,Asian,245,Medium,3.9,Asian,295
